北京大学,1.0
清华大学,2.33333333333
浙江大学,3.66666666667
复旦大学,5.0
上海交通大学,5.0
武汉大学,5.33333333333
南京大学,6.66666666667
吉林大学,10.6666666667
四川大学,11.0
中山大学,11.3333333333
华中科技大学,12.0
中国人民大学,14.0
中国科学技术大学,14.0
南开大学,14.0
山东大学,14.3333333333
西安交通大学,15.0
哈尔滨工业大学,15.3333333333
东南大学,18.6666666667
中南大学,19.0
北京师范大学,19.0
同济大学,19.6666666667
厦门大学,21.3333333333
天津大学,23.6666666667
北京航空航天大学,26.0
大连理工大学,26.0
华南理工大学,27.0
重庆大学,27.6666666667
华东师范大学,28.3333333333
北京理工大学,29.0
西北工业大学,30.0
中国农业大学,32.0
兰州大学,32.3333333333
湖南大学,35.3333333333
华中师范大学,36.3333333333
电子科技大学,37.3333333333
东北大学,37.3333333333
东北师范大学,40.0
武汉理工大学,41.6666666667
华东理工大学,44.0
华中农业大学,44.6666666667
南京农业大学,45.0
北京交通大学,45.3333333333
南京师范大学,46.3333333333
西南交通大学,47.0
西南大学,47.3333333333
北京科技大学,48.0
南京航空航天大学,49.0
南京理工大学,50.6666666667
苏州大学,50.6666666667
北京协和医学院,51.0
郑州大学,51.3333333333
江南大学,51.5
西北大学,52.3333333333
哈尔滨工程大学,55.3333333333
中国海洋大学,56.6666666667
西安电子科技大学,57.0
上海大学,60.0
暨南大学,65.0
西北农林科技大学,65.6666666667
北京邮电大学,66.0
中国矿业大学,66.3333333333
首都医科大学,67.3333333333
河海大学,68.0
云南大学,69.0
北京化工大学,70.6666666667
南昌大学,71.0
湖南师范大学,71.3333333333
北京工业大学,71.3333333333
东华大学,71.6666666667
华南师范大学,72.0
陕西师范大学,73.0
上海财经大学,73.0
中国地质大学武汉,75.6666666667
合肥工业大学,75.6666666667
浙江工业大学,76.0
首都师范大学,77.0
燕山大学,81.3333333333
长安大学,83.3333333333
中国石油大学华东,83.6666666667
中国政法大学,84.3333333333
福州大学,85.0
河南大学,85.3333333333
南方医科大学,87.0
华南农业大学,89.0
江苏大学,90.0
广西大学,90.6666666667
中央财经大学,91.0
南京工业大学,91.6666666667
浙江师范大学,91.6666666667
中南财经政法大学,93.3333333333
华北电力大学,94.0
中央民族大学,95.3333333333
西南财经大学,96.0
山西大学,97.0
河北大学,98.3333333333
湘潭大学,98.6666666667
北京林业大学,99.3333333333
福建师范大学,100.333333333
扬州大学,100.333333333
中国石油大学北京,100.5
黑龙江大学,107.666666667
天津医科大学,108.333333333
安徽大学,108.333333333
中国地质大学北京,108.5
昆明理工大学,111.666666667
对外经济贸易大学,112.333333333
中国医科大学,112.666666667
中国传媒大学,113.0
上海师范大学,113.666666667
东北财经大学,115.333333333
太原理工大学,115.333333333
哈尔滨医科大学,115.666666667
深圳大学,119.333333333
贵州大学,119.333333333
东北林业大学,120.333333333
中国药科大学,122.666666667
宁波大学,122.666666667
安徽师范大学,122.666666667
南京医科大学,123.0
山东农业大学,123.333333333
内蒙古大学,124.0
新疆大学,126.0
辽宁大学,126.666666667
西北师范大学,128.0
上海理工大学,128.666666667
青岛大学,129.0
山东师范大学,129.0
北京中医药大学,130.0
天津师范大学,131.0
西安理工大学,134.666666667
河南师范大学,135.666666667
重庆医科大学,135.666666667
海南大学,137.0
中国矿业大学北京,138.0
杭州电子科技大学,138.666666667
河北工业大学,139.333333333
西安建筑科技大学,140.0
山东科技大学,140.666666667
四川农业大学,141.333333333
东北农业大学,143.333333333
西南政法大学,144.333333333
上海中医药大学,145.0
福建农林大学,146.666666667
浙江工商大学,147.0
长沙理工大学,147.666666667
汕头大学,149.0
中北大学,149.666666667
成都理工大学,150.0
石河子大学,150.0
南京邮电大学,151.666666667
广西师范大学,151.666666667
广东工业大学,151.666666667
广州大学,154.0
河北农业大学,155.666666667
北京语言大学,156.333333333
四川师范大学,157.0
河北师范大学,157.666666667
浙江理工大学,157.666666667
上海外国语大学,158.5
青岛科技大学,158.666666667
大连海事大学,159.333333333
南京林业大学,159.333333333
湖北大学,160.666666667
华侨大学,161.0
北京外国语大学,161.5
长春理工大学,162.333333333
济南大学,163.333333333
华东政法大学,164.333333333
延边大学,165.666666667
广州中医药大学,166.333333333
湖南农业大学,167.0
河南农业大学,167.333333333
江西财经大学,167.333333333
河南理工大学,169.333333333
江西师范大学,170.0
武汉科技大学,171.666666667
广东外语外贸大学,174.0
温州医科大学,174.666666667
南京中医药大学,175.333333333
云南师范大学,175.666666667
哈尔滨师范大学,176.0
首都经济贸易大学,177.666666667
哈尔滨理工大学,180.0
南京信息工程大学,181.666666667
兰州交通大学,186.333333333
天津工业大学,187.0
天津科技大学,191.333333333
重庆邮电大学,194.333333333
杭州师范大学,195.0
西南石油大学,195.0
南通大学,195.333333333
辽宁师范大学,195.666666667
江苏师范大学,197.666666667
兰州理工大学,198.333333333
沈阳药科大学,199.0
安徽医科大学,199.333333333
中国计量学院,200.333333333
中央音乐学院,202.0
中南民族大学,202.0
河北医科大学,203.0
湖南科技大学,203.333333333
陕西科技大学,205.0
沈阳农业大学,206.666666667
长江大学,207.333333333
三峡大学,208.0
辽宁工程技术大学,208.666666667
河南科技大学,208.666666667
内蒙古农业大学,209.333333333
宁夏大学,209.666666667
西南科技大学,212.0
天津中医药大学,212.333333333
东北石油大学,214.666666667
青海大学,215.666666667
北京工商大学,215.666666667
山东理工大学,216.0
河南工业大学,218.333333333
曲阜师范大学,219.666666667
重庆交通大学,220.0
成都中医药大学,220.666666667
天津理工大学,222.0
沈阳工业大学,222.333333333
天津财经大学,224.0
大连医科大学,224.333333333
黑龙江中医药大学,225.0
安徽农业大学,226.333333333
桂林电子科技大学,226.666666667
西安科技大学,226.666666667
烟台大学,227.666666667
南华大学,228.333333333
广西医科大学,228.666666667
安徽理工大学,229.666666667
吉林农业大学,230.333333333
温州大学,231.0
北京体育大学,231.5
中国人民公安大学,233.0
上海海洋大学,235.666666667
南昌航空大学,237.0
中南林业科技大学,237.0
新疆医科大学,237.666666667
上海海事大学,242.0
内蒙古师范大学,244.333333333
桂林理工大学,244.666666667
甘肃农业大学,245.0
山东财经大学,247.0
重庆工商大学,247.0
广州医科大学,251.666666667
安徽工业大学,252.0
长春工业大学,252.333333333
青岛理工大学,253.333333333
武汉工程大学,254.0
东北电力大学,255.333333333
福建医科大学,256.0
山西师范大学,256.666666667
集美大学,258.333333333
广西民族大学,260.0
河北科技大学,260.333333333
沈阳航空航天大学,260.333333333
浙江农林大学,261.0
重庆师范大学,261.666666667
江苏科技大学,262.333333333
南京财经大学,262.666666667
中央美术学院,264.5
上海音乐学院,264.5
聊城大学,265.333333333
浙江中医药大学,265.666666667
浙江财经大学,266.333333333
哈尔滨商业大学,268.333333333
西华师范大学,269.666666667
云南农业大学,270.0
新疆师范大学,270.0
中国美术学院,271.0
新疆农业大学,272.666666667
内蒙古工业大学,274.0
重庆理工大学,274.666666667
石家庄铁道大学,277.0
山东中医药大学,278.333333333
沈阳师范大学,278.333333333
山西医科大学,278.666666667
北华大学,278.666666667
吉首大学,279.0
山东建筑大学,280.333333333
常州大学,280.666666667
贵州师范大学,282.0
广东财经大学,284.0
江西农业大学,284.0
湖北工业大学,285.666666667
安徽财经大学,285.666666667
沈阳建筑大学,286.0
武汉纺织大学,286.333333333
鲁东大学,290.0
吉林师范大学,292.0
内蒙古科技大学,292.333333333
上海体育学院,292.5
北京联合大学,292.666666667
山西财经大学,293.333333333
云南民族大学,295.0
上海工程技术大学,295.333333333
大连大学,296.333333333
北方工业大学,296.666666667
江西理工大学,298.666666667
西北政法大学,299.333333333
东华理工大学,302.333333333
西安石油大学,302.333333333
西南民族大学,302.666666667
渤海大学,303.333333333
云南财经大学,303.333333333
大连工业大学,304.333333333
河北经贸大学,304.666666667
湖南工业大学,305.333333333
华东交通大学,308.333333333
西华大学,311.333333333
昆明医科大学,312.333333333
天津商业大学,314.666666667
景德镇陶瓷学院,315.666666667
西安工业大学,317.333333333
大连交通大学,319.0
山西农业大学,320.666666667
北京信息科技大学,321.0
郑州轻工业学院,322.333333333
南京艺术学院,323.0
西安外国语大学,327.0
大连外国语大学,330.0
佳木斯大学,331.666666667
齐齐哈尔大学,332.333333333
中国民航大学,332.666666667
太原科技大学,334.0
福建中医药大学,336.0
西安工程大学,336.333333333
徐州医学院,336.666666667
北京第二外国语学院,337.0
河南财经政法大学,337.333333333
上海对外经贸大学,340.333333333
广东海洋大学,340.333333333
信阳师范学院,340.666666667
西北民族大学,340.666666667
河南中医学院,342.0
齐鲁工业大学,345.333333333
华北水利水电大学,345.666666667
上海应用技术学院,346.666666667
江西中医药大学,348.0
广东药学院,352.0
河北工程大学,352.0
青岛农业大学,353.0
广东医学院,354.333333333
武汉轻工大学,355.666666667
南京工程学院,356.666666667
西安邮电大学,356.666666667
苏州科技学院,366.333333333
西藏大学,369.666666667
外交学院,370.0
辽宁石油化工大学,372.666666667
黑龙江科技大学,374.333333333
四川外国语大学,375.0
绍兴文理学院,377.333333333
南京审计学院,383.0
中国音乐学院,384.5
湖南中医药大学,387.0
北京建筑大学,389.333333333
辽宁中医药大学,392.0
西南林业大学,394.0
广东金融学院,395.0
中国刑事警察学院,397.0
泰山医学院,397.0
河南科技学院,399.333333333
中原工学院,399.666666667
洛阳师范学院,404.0
吉林财经大学,404.333333333
天津体育学院,404.5
沈阳理工大学,406.666666667
青海民族大学,409.0
沈阳化工大学,409.666666667
大连海洋大学,411.0
贵州财经大学,411.666666667
宁夏医科大学,412.0
湖北中医药大学,412.666666667
四川理工学院,413.5
辽宁科技大学,413.666666667
湖州师范学院,414.333333333
浙江科技学院,415.333333333
首都体育学院,415.5
重庆文理学院,416.0
浙江海洋学院,416.0
上海戏剧学院,417.5
内蒙古民族大学,421.333333333
安庆师范学院,421.666666667
辽宁医学院,422.333333333
四川美术学院,422.5
北京电影学院,422.5
青海师范大学,424.666666667
西安财经学院,425.0
长春中医药大学,425.333333333
内蒙古医科大学,427.333333333
海南师范大学,429.666666667
临沂大学,431.0
黑龙江八一农垦大学,431.333333333
淮北师范大学,431.333333333
辽宁工业大学,431.666666667
广西中医药大学,432.666666667
广西师范学院,434.0
北京服装学院,435.333333333
贵州民族大学,435.666666667
新疆财经大学,436.333333333
遵义医学院,436.333333333
安徽工程大学,439.0
石家庄经济学院,439.666666667
安徽建筑大学,439.666666667
安徽中医药大学,440.666666667
长春大学,442.0
淮阴师范学院,443.666666667
中央戏剧学院,444.0
上海立信会计学院,444.333333333
江西科技师范大学,445.666666667
延安大学,446.666666667
天津外国语大学,448.5
沈阳大学,449.666666667
中国青年政治学院,450.333333333
天津职业技术师范大学,453.333333333
广西科技大学,455.0
长春师范大学,455.0
北京石油化工学院,457.0
西安美术学院,459.0
成都体育学院,460.0
浙江传媒学院,460.0
五邑大学,462.0
福建工程学院,463.333333333
新乡医学院,463.666666667
赣南师范学院,464.666666667
广东技术师范学院,465.666666667
中国戏曲学院,466.0
沈阳音乐学院,466.0
中国民用航空飞行学院,467.333333333
北方民族大学,468.666666667
山东工商学院,469.666666667
乐山师范学院,469.666666667
北京印刷学院,470.0
贵阳中医学院,470.333333333
上海第二工业大学,471.0
南昌工程学院,472.333333333
重庆科技学院,472.333333333
北京农学院,474.333333333
湖南商学院,475.0
塔里木大学,475.0
广西财经学院,477.0
湖北经济学院,477.333333333
江汉大学,477.666666667
湖南文理学院,478.333333333
鲁迅美术学院,479.5
潍坊医学院,480.333333333
浙江万里学院,480.666666667
北京物资学院,481.0
云南中医学院,481.333333333
河北科技师范学院,481.333333333
吉林化工学院,481.666666667
黑龙江工程学院,482.333333333
宁波工程学院,488.333333333
国际关系学院,488.5
湖北师范学院,489.333333333
北京电子科技学院,489.333333333
武汉体育学院,491.0
衡阳师范学院,491.0
