1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.457459660022434766e-01,1.000000000000000000e+00,5.700201207243460466e-01,3.333333333333333148e-01,6.666666666666666297e-01,8.541192016546509391e-01,5.211448099102947706e-01,2.500000000000000000e-01,3.076923076923077094e-01,5.584565540589158106e-01
7.900570779855570214e-01,7.458874036491365267e-01,9.029683619039863274e-01,9.941323668996462359e-01,7.820796920516022155e-01,3.373239436619718257e-01,3.333333333333333148e-01,6.666666666666666297e-01,6.354811464345500038e-01,6.095685604442545591e-01,2.500000000000000000e-01,3.076923076923077094e-01,5.528014540406462896e-01
8.220806660149474476e-01,8.450580544443360154e-01,7.976301966692455059e-01,1.000000000000000000e+00,8.183468580940490567e-01,7.037223340040241748e-01,5.000000000000000000e-01,7.777777777777777901e-01,6.610489197020085195e-01,8.000854335753950775e-01,2.500000000000000000e-01,3.846153846153846367e-01,5.559068236189843581e-01
4.681025511652108229e-01,4.425212215825934381e-01,5.668390406775519752e-01,6.453964966778842349e-01,6.317909904286308498e-01,6.861167002012072968e-01,6.666666666666666297e-01,1.000000000000000000e+00,7.907007506282183185e-01,6.087142246903033405e-01,2.500000000000000000e-01,5.384615384615384359e-01,7.536459499840014731e-01
6.638548137870139421e-01,6.672846131329885910e-01,7.159900647420497366e-01,8.354689792044179830e-01,6.429567207657095329e-01,7.418511066398389975e-01,3.333333333333333148e-01,6.666666666666666297e-01,6.216365452361085620e-01,3.169585647159333663e-01,2.500000000000000000e-01,3.846153846153846367e-01,5.408461837743974154e-01
3.925451735990665436e-01,3.997268026148892428e-01,3.852762734639032516e-01,5.854474070239019667e-01,3.136548064918851519e-01,3.929577464788732155e-01,1.666666666666666574e-01,4.444444444444444198e-01,4.327334372717661637e-01,3.348996155489107340e-01,0.000000000000000000e+00,3.076923076923077094e-01,4.461465628822552376e-01
5.107533663397558765e-01,4.912674407259244869e-01,6.026711185308848417e-01,6.752955388730692565e-01,5.389903245942572196e-01,7.101609657947686172e-01,3.333333333333333148e-01,7.222222222222222099e-01,6.446979320953321047e-01,4.707390004271678752e-01,2.500000000000000000e-01,3.846153846153846367e-01,5.892684809437702675e-01
3.518968181388161809e-01,3.211044979998048388e-01,4.544973329532961404e-01,5.766891017344033532e-01,4.742613399916770778e-01,3.684104627766599527e-01,6.666666666666666297e-01,1.000000000000000000e+00,6.642489909250955948e-01,8.363947031183255332e-01,5.000000000000000000e-01,6.153846153846154188e-01,7.524948713245336318e-01
3.319825927911450036e-01,3.229778514977070802e-01,3.698033307545095516e-01,5.549011994132366787e-01,3.098808780690803233e-01,2.895372233400402284e-01,1.666666666666666574e-01,4.444444444444444198e-01,4.510557517415662021e-01,3.169585647159333663e-01,2.500000000000000000e-01,3.076923076923077094e-01,5.211615962791064094e-01
4.865188735769921946e-01,5.100790321006927197e-01,4.205790138034936065e-01,7.427086029855898275e-01,2.967514565126924686e-01,2.731388329979879126e-01,1.666666666666666574e-01,2.777777777777777901e-01,3.227387692627182725e-01,4.190516873131140407e-01,0.000000000000000000e+00,1.538461538461538547e-01,3.405900701546235587e-01
3.289552521207151914e-01,3.302566104010147274e-01,3.239952766806465934e-01,5.608119768746224754e-01,3.295724094881398170e-01,2.561368209255533435e-01,5.000000000000000000e-01,7.222222222222222099e-01,4.746633998075651117e-01,8.342588637334472645e-01,2.500000000000000000e-01,3.846153846153846367e-01,5.593783475046956166e-01
4.245056920311564008e-01,4.084300907405600811e-01,4.917545502667046708e-01,5.224782120976788624e-01,4.364596337910944812e-01,6.083501006036217129e-01,3.333333333333333148e-01,6.111111111111111605e-01,6.747155898103450733e-01,4.365655702691157436e-01,2.500000000000000000e-01,3.846153846153846367e-01,5.740966027148836082e-01
3.911261076598026021e-01,3.897746121572836508e-01,4.299034976994177137e-01,5.758693588747950676e-01,3.611943404078235553e-01,3.609657947686116808e-01,3.333333333333333148e-01,6.666666666666666297e-01,5.066076751447985416e-01,7.829987184963690394e-01,2.500000000000000000e-01,3.846153846153846367e-01,5.156308724566334156e-01
5.312036832644823764e-02,4.476534296028880644e-02,8.066289344028665376e-02,5.854689792044179969e-02,3.233718268830628600e-02,5.674044265593561343e-02,1.666666666666666574e-01,2.222222222222222099e-01,4.452373943805061907e-01,7.304570696283639586e-02,0.000000000000000000e+00,2.307692307692307820e-01,3.392946414036194791e-01
3.469143199520671184e-01,3.591960191238169342e-01,3.301030172238283433e-01,4.837777202519630837e-01,2.688722430295463761e-01,2.292756539235412394e-01,1.666666666666666574e-01,4.444444444444444198e-01,4.488862918350405851e-01,3.156770610850064274e-01,2.500000000000000000e-01,3.076923076923077094e-01,4.327358884380533288e-01
4.849263662451515078e-01,5.077763684261878963e-01,4.446435115436296326e-01,5.695702821641211999e-01,3.472196213066999770e-01,4.003018108651911211e-01,1.666666666666666574e-01,3.333333333333333148e-01,4.923916365861464861e-01,2.652712516018795319e-01,0.000000000000000000e+00,2.307692307692307820e-01,3.998222433835779133e-01
2.411781400775755979e-01,2.320421504537028001e-01,2.555885825970112823e-01,3.303779446026404165e-01,2.390345401581356610e-01,2.953722334004024175e-01,3.333333333333333148e-01,6.666666666666666297e-01,5.842946664310745275e-01,8.338316958564715442e-01,2.500000000000000000e-01,3.846153846153846367e-01,5.533008659255012063e-01
2.466336602440793446e-01,2.485901063518392018e-01,2.614112952481778551e-01,4.670592803520579595e-01,2.104374739908447811e-01,3.182092555331991757e-01,1.666666666666666574e-01,4.444444444444444198e-01,3.639009114645987419e-01,6.087142246903033405e-01,2.500000000000000000e-01,3.076923076923077094e-01,4.763363876748901715e-01
3.191321623411434438e-01,3.267245584935115632e-01,3.064864204568589767e-01,3.802096815946156005e-01,2.639617145235123030e-01,1.000000000000000000e+00,1.666666666666666574e-01,3.888888888888888951e-01,5.606893950654634473e-01,3.148227253310550977e-01,0.000000000000000000e+00,2.307692307692307820e-01,4.618037938793460584e-01
