573.666667,122803.222222,3578.444444,16.333333,237.0,9.890071,5.170471,4.14819
394.888889,83697.0,3992.0,21.333333,882.0,18.827553,4.433354,21.043771
561.0,225040.4,5269.6,26.8,1441.0,43.816512,14.616184,14.602856
568.75,78948.666667,2690.916667,18.583333,220.0,22.841414,8.570006,5.316563
340.076923,45524.692308,4657.0,20.384615,1430.0,27.173223,5.947158,13.332204
506.4,80762.5,3701.5,23.1,1032.0,35.731397,9.740557,24.254051
318.928571,22936.428571,2220.785714,17.785714,439.0,7.992037,3.446384,5.275072
316.625,56046.5,2079.375,21.625,127.0,17.689687,5.796944,4.104226
275.666667,16732.0,1929.333333,18.666667,499.0,2.976999,1.785012,3.922278
241.571429,64037.428571,3029.285714,20.857143,532.0,34.652149,11.503907,12.138569
303.0,51159.333333,6011.333333,29.0,2289.0,12.277283,4.767799,15.427459
342.125,17874.375,1600.125,19.5,414.0,11.673816,3.984032,4.357801
275.666667,31887.555556,2968.0,19.111111,1024.0,11.90916,4.296789,9.734822
246.75,19105.416667,2773.333333,19.25,391.0,10.602104,2.038019,3.800706
262.222222,26140.111111,3643.111111,18.555556,503.0,5.016761,2.068216,3.683335
316.875,24711.25,1818.875,16.625,152.0,8.881884,4.068553,4.336308
287.333333,38668.666667,1767.888889,15.444444,332.0,25.329312,7.135595,20.323986
502.0,21968.625,2759.25,23.125,906.0,9.800841,2.986279,9.321861
488.888889,21273.333333,2728.777778,21.444444,399.0,10.631687,3.717468,4.738006
272.111111,30106.222222,1675.555556,16.0,438.0,10.164169,3.681927,6.024567
234.823529,27087.529412,2600.294118,19.352941,511.0,7.216309,2.080723,2.480939
315.125,39069.75,3501.5,23.125,1033.0,8.967433,2.769056,6.076969
317.375,60724.625,3629.5,19.5,848.0,16.189508,5.578099,17.680822
252.571429,5880.857143,1186.285714,14.714286,125.0,3.017735,1.586878,0.856629
185.125,11273.625,1126.25,15.375,432.0,13.557012,4.880865,10.871298
317.090909,11058.545455,2606.363636,19.454545,603.0,5.077226,1.727112,1.417776
491.5,46692.375,4789.75,26.875,997.0,9.434914,3.446274,5.566815
358.384615,22041.615385,1942.538462,19.846154,341.0,12.223831,4.293978,3.488
227.8,15686.2,1978.6,17.2,139.0,4.51639,2.327597,0.684901
285.5,18148.5,1233.75,15.0,174.0,2.507874,1.342872,2.165414
247.066667,7229.866667,831.466667,13.6,122.0,4.11297,1.958804,2.819332
343.833333,30635.333333,1330.166667,19.5,472.0,13.035828,4.834837,9.829374
330.6,24489.6,4863.0,23.4,2147.0,6.884341,2.576834,9.602703
345.0,40758.666667,4569.333333,22.333333,2087.0,10.172113,5.486824,12.161723
410.0,14237.0,3765.0,25.0,1324.0,2.807126,1.639157,3.969278
