1.000000000000000000e+00,5.730337078651684957e-01,6.666666666666666297e-01,9.145146927871772302e-01
8.427096502317741322e-01,6.067415730337079038e-01,5.000000000000000000e-01,8.639632851565175464e-01
6.912136536030341061e-01,2.921348314606741492e-01,6.999999999999999556e-01,7.329954106445647488e-01
8.989675516224189256e-01,8.202247191011236005e-01,4.444444444444444198e-01,1.000000000000000000e+00
8.343868520859670790e-01,7.977528089887639950e-01,6.777777777777778123e-01,7.655318857455990500e-01
4.045512010113779811e-01,2.134831460674157244e-01,5.999999999999999778e-01,5.247619699979451102e-01
5.792246101980614847e-01,2.359550561797752743e-01,5.555555555555555802e-01,5.673676279197205075e-01
6.378002528445005925e-01,4.943820224719100986e-01,5.000000000000000000e-01,6.824440030139050650e-01
4.184576485461441453e-01,1.235955056179775247e-01,6.222222222222222321e-01,4.551681622028906360e-01
4.765065318162663432e-01,1.797752808988763995e-01,6.999999999999999556e-01,5.242139872594013816e-01
3.647281921618205081e-01,3.370786516853932491e-01,6.333333333333333037e-01,3.728337557366943056e-01
6.609776654024441811e-01,1.573033707865168496e-01,7.888888888888888618e-01,5.953832454277689923e-01
3.660977665402443959e-01,1.235955056179775247e-01,5.999999999999999778e-01,4.048907459415028165e-01
7.181837336704592900e-01,6.741573033707864981e-01,4.333333333333333481e-01,8.095759983560517625e-01
5.461441213653602800e-01,1.235955056179775247e-01,7.555555555555555358e-01,5.873005000342489401e-01
5.155920775389801758e-01,1.348314606741572996e-01,7.444444444444444642e-01,5.512706349749982859e-01
4.497471554993678899e-01,2.808988764044944020e-01,5.111111111111110716e-01,5.185971641893279971e-01
4.457437842393594529e-01,6.741573033707864981e-02,6.777777777777778123e-01,4.205767518323172971e-01
5.183312262958280625e-01,2.696629213483145993e-01,7.111111111111111382e-01,5.462702924857867348e-01
4.259376316898440540e-01,5.505617977528090012e-01,4.555555555555555469e-01,4.535242139872593947e-01
7.232406236831016022e-01,7.528089887640448952e-01,6.222222222222222321e-01,7.956024385231865725e-01
4.741887905604719733e-01,3.146067415730336991e-01,6.777777777777778123e-01,5.005137338173847317e-01
5.312895069532237446e-01,1.910112359550561745e-01,5.222222222222222543e-01,5.194876361394615838e-01
6.009270965023177924e-01,5.955056179775281011e-01,8.000000000000000444e-01,5.781217891636413198e-01
5.052675937631689873e-01,2.134831460674157244e-01,7.444444444444444642e-01,4.868141653537913505e-01
5.697429414243573298e-01,4.831460674157303514e-01,7.444444444444444642e-01,5.333242002876908971e-01
3.874841972187104688e-01,2.584269662921348520e-01,6.999999999999999556e-01,4.780464415370915821e-01
