1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.991728701414392955e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.965217391287017890e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.981684981703295989e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.956063268910327890e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.906976744167613758e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.621052631578147496e-01,9.801444043303608744e-01,9.847161572009068831e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.908883826833942976e-01,1.000000000000000000e+00,9.914438502663193153e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.590488771478983265e-01,9.847953216385963993e-01,9.881821341668405312e-01,9.746835443006730548e-01,9.780380673499300404e-01,9.822546972880814575e-01,9.944690265508785432e-01,9.953531598503762012e-01,9.865563598769249154e-01,1.000000000000000000e+00,9.565580618195489437e-01,9.694960212188289406e-01,9.797979797980002070e-01,9.543761638743015752e-01,9.665738161559422892e-01,9.939271255060722066e-01,9.705882352923926870e-01,9.775000000000028111e-01,9.649758454094203852e-01,9.796541200396950977e-01,9.886656362689336675e-01,9.844961240319768381e-01,9.858597285073450456e-01,8.983580922602801833e-01,9.366053169753433272e-01,9.845094664372039395e-01,9.768875192603649893e-01,9.665513264117646663e-01,1.000000000000000000e+00,9.902080783378089945e-01,9.649484536062579165e-01,9.801698874102582337e-01,9.451114922846398647e-01,9.587500000000516165e-01,1.000000000000000000e+00,9.706336939691335708e-01,9.955182072840335072e-01,9.706546275384111411e-01,1.000000000000000000e+00,9.898218829516539641e-01,9.742857142857143105e-01,9.628804751291760722e-01,9.812925170101752803e-01,9.638418079085112611e-01,1.000000000000000000e+00,9.770114942543104419e-01,9.628571428574391744e-01,9.702380952383927726e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.854721549636803468e-01,9.771309771350874529e-01,9.539375928691736783e-01,9.572953736655640533e-01,9.475032010268215066e-01,1.000000000000000000e+00,9.805389221527238686e-01,9.946524064160484624e-01,9.553488372092607817e-01,1.000000000000000000e+00,9.718557607730869963e-01
8.890356671068547767e-01,9.356725146210524979e-01,9.423010079937436112e-01,8.971518987327576911e-01,8.960468521215380067e-01,9.279749478078580527e-01,8.310025738478288293e-01,9.414498141264484588e-01,6.065149948299962679e-01,8.808933002481389440e-01,8.395989974937343447e-01,9.045092838196160390e-01,7.934904601550907266e-01,9.245810055865921750e-01,7.813370473548486572e-01,9.261133603248913326e-01,8.788927335657648054e-01,9.312500000012585710e-01,8.743961352644927798e-01,9.511698880977097481e-01,9.124162802689333995e-01,9.486434108517441954e-01,8.246415723063850178e-01,8.788115715417347262e-01,8.343558282205539856e-01,9.087779690173687364e-01,8.471690973411495351e-01,9.284890426747404168e-01,8.660869565202329312e-01,9.216646266841145296e-01,8.536082474209204518e-01,8.909343807436729268e-01,8.559176672381748618e-01,9.162499999976049248e-01,8.278388278406593193e-01,9.196290571840501915e-01,9.249299719899157779e-01,9.345372460474852261e-01,9.402460456959050861e-01,9.626802374885496949e-01,8.382706786976821256e-01,9.584261321447662407e-01,8.758503401375650199e-01,9.107344632746670055e-01,7.879069767445805450e-01,8.304597701163793921e-01,7.799999999997772049e-01,8.630952380955356773e-01,8.757894736881596254e-01,8.339350180490362474e-01,9.082969432316412295e-01,9.354317998401936451e-01,7.375010937754974405e-01,8.811292719195855661e-01,9.003558718845366959e-01,8.194622279127010689e-01,8.838268792713619426e-01,9.131736526917468844e-01,7.323648818732964028e-01,9.190697674417851459e-01,8.982300884955751741e-01,9.419525065963060273e-01
9.101717305177148276e-01,9.602339181298243931e-01,9.652415710802920712e-01,9.193037974684821201e-01,9.414348462679440477e-01,9.415448851794794294e-01,9.446902654888765793e-01,9.618959107797753205e-01,9.462254395045978095e-01,9.313482216699751071e-01,8.863826232230577196e-01,9.124668435013146839e-01,9.427609427610005310e-01,9.459962756061451872e-01,9.206128133703629368e-01,9.655870445354216569e-01,9.342560553616031660e-01,9.487499999987564214e-01,9.142512077282609617e-01,9.654120040671766434e-01,9.474497681607418897e-01,9.583333333343023730e-01,9.321266968325410129e-01,9.053948397192380648e-01,8.895705521470360644e-01,9.483648881240130946e-01,9.214175654852410080e-01,9.250288350622837275e-01,9.234782608679592553e-01,9.461444308469350029e-01,8.948453608249590241e-01,9.334274791563326179e-01,8.902229845641340678e-01,9.387499999975768006e-01,9.175824175824175422e-01,9.938176197805351775e-01,9.439775910352942168e-01,9.401805869063947219e-01,9.674868189815178932e-01,9.643765903307888188e-01,9.409523809542856831e-01,9.636228656258351011e-01,9.166666666682397047e-01,9.446327683593782609e-01,9.218604651164244990e-01,9.540229885043103319e-01,9.028571428574563296e-01,9.494047619044643227e-01,8.400000000017683321e-01,7.870036101050776889e-01,9.039301310023932778e-01,9.322033898305084332e-01,8.939708939706735302e-01,9.242199108468412971e-01,8.220640569362914762e-01,9.359795134467809863e-01,9.407744874693967363e-01,9.401197604761376558e-01,9.593582887690274008e-01,7.057203483640972497e-01,9.889380530973451711e-01,9.419525065963060273e-01
9.141347424067557403e-01,9.532163742701752485e-01,9.645464025026069255e-01,9.129746835412770878e-01,8.960468521215380067e-01,9.384133611711253931e-01,9.435840707963977225e-01,9.600371747193682248e-01,9.648397104456718498e-01,9.462365591389577668e-01,8.863826232230577196e-01,9.297082228103356050e-01,9.124579124580008971e-01,9.487895716955305758e-01,9.456824512534062199e-01,9.595141700414939745e-01,9.325259515571050484e-01,9.537500000012557599e-01,9.094202898550725056e-01,9.674465920641226457e-01,9.495105615672332355e-01,9.612403100784884247e-01,9.117647058823031836e-01,9.030492572329187340e-01,9.100204499016748549e-01,9.466437177247046808e-01,9.352850539290220588e-01,9.296424452145328754e-01,9.182608695636205187e-01,9.485924112606469727e-01,8.948453608249590241e-01,9.277617326984785029e-01,8.833619211010005356e-01,9.400000000000751088e-01,8.424908424890110714e-01,9.319938176183432121e-01,9.260504201680672676e-01,9.514672686208276442e-01,9.551845342706108966e-01,9.626802374885496949e-01,8.847619047628569877e-01,9.658500371180400723e-01,9.217687074845740680e-01,9.423728813559908435e-01,9.274418604652512332e-01,9.209770114956896681e-01,8.542857142857559483e-01,9.077380952383927726e-01,7.957894736858858176e-01,7.851985559552614458e-01,9.039301310023932778e-01,9.531880548813560505e-01,8.814968814966349653e-01,9.078751857383473567e-01,8.914590747297499451e-01,9.321382842534342572e-01,8.678815489707183417e-01,9.206586826333523765e-01,8.271587409448010186e-01,9.302325581394700338e-01,9.786135693207965724e-01,9.551451187335092685e-01
8.414795244383638240e-01,8.491228070175438347e-01,9.200556134869656288e-01,7.800632911364240307e-01,8.374816983894820543e-01,8.089770354904060046e-01,8.783185840728742200e-01,8.466542750930793337e-01,8.386763185106914653e-01,7.717121588089329576e-01,7.761069339999999706e-01,7.241379310357723975e-01,8.428731762055459154e-01,8.445065176899442250e-01,8.231197771599206847e-01,8.228744939281196213e-01,8.391003460207890896e-01,8.425000000000196776e-01,8.212560386485506791e-01,8.433367243114514578e-01,8.732612055641422177e-01,8.420542635668603060e-01,8.800904977386200256e-01,7.584050039091153605e-01,7.505112474455529759e-01,7.624784853704605903e-01,8.428351309704820160e-01,8.212226066885813802e-01,7.878260869551516610e-01,7.919216646288761430e-01,7.855670103076587418e-01,7.662879587303718099e-01,7.890222984558986630e-01,8.099999999989876409e-01,8.333333333351647942e-01,8.037094281270422691e-01,8.789915966386554480e-01,8.318284424370033792e-01,8.945518453426138938e-01,8.744698897379133973e-01,8.819047619057142073e-01,8.856718633986637723e-01,8.248299319742216085e-01,8.079096045188394193e-01,7.655813953492731638e-01,7.643678160905171826e-01,7.485714285717860461e-01,7.470238095241070742e-01,7.789473684224819117e-01,7.075812274373510791e-01,7.991266375528404131e-01,8.385794995980628830e-01,7.505197505192318097e-01,7.325408618123812055e-01,8.113879003526824896e-01,8.297055057629062480e-01,8.291571753990614191e-01,8.098802395182488345e-01,5.480247107997654465e-01,7.147177553329253641e-01,9.410029498517700208e-01,8.284960422163588634e-01
8.758256274780393813e-01,9.076023391824560305e-01,9.353493222106360472e-01,8.607594936679419106e-01,8.945827232796640383e-01,9.081419624226597653e-01,9.159292035408360677e-01,9.275092936803647214e-01,8.986556359895536694e-01,9.015715467320100096e-01,8.646616541353383534e-01,8.673740053063484501e-01,8.776655443300898085e-01,8.985102420865920259e-01,8.718662952672309174e-01,9.028340080971561932e-01,8.806228373702628121e-01,9.112499999987611066e-01,8.635265700471015382e-01,9.318413021343522340e-01,9.093250901607418113e-01,9.341085271308139371e-01,9.174208144807225462e-01,8.522283033618861525e-01,8.220858895702246594e-01,8.898450946611191625e-01,8.828967642540568317e-01,8.985005767024222267e-01,8.486956521741763071e-01,8.984088127318216044e-01,8.453608247425868916e-01,8.640220850794890772e-01,8.490566037750412187e-01,8.962499999988797761e-01,8.443223443241757442e-01,9.026275115921134073e-01,9.159663865546218142e-01,9.164785553037153587e-01,9.340949033391336975e-01,9.491094147582697094e-01,9.171428571428571486e-01,9.428359316993318862e-01,8.690476190508199528e-01,8.971751412407824589e-01,8.474418604616791306e-01,8.132183908060345301e-01,7.942857142857731034e-01,8.154761904758929258e-01,8.505263157933695695e-01,7.960288808649891301e-01,9.017467248910442379e-01,9.273607748184019561e-01,8.274428274466267830e-01,8.558692422003801870e-01,8.558718861212785134e-01,8.950064020498016415e-01,8.838268792713619426e-01,8.952095808354862960e-01,1.096455372595596334e+00,8.716279069766247334e-01,9.800884955752212635e-01,9.278803869841687479e-01
8.454425363274047367e-01,8.654970760245613848e-01,9.200556134869656288e-01,7.816455696205986126e-01,8.360175695476080859e-01,8.173277661803937111e-01,8.827433628328347215e-01,8.531598513003224582e-01,8.252326783876164917e-01,7.692307692307692735e-01,7.593984962406015171e-01,7.400530503991696873e-01,8.473625140270901746e-01,8.566108007458099749e-01,8.272980501404278986e-01,8.441295546568666763e-01,8.356401384066028948e-01,8.500000000000187406e-01,8.417874396123188330e-01,8.728382502534355325e-01,8.742916022658424602e-01,8.779069767441860517e-01,8.733031674218740825e-01,7.380766223625785383e-01,7.464212678952387714e-01,7.848537005150002521e-01,8.551617873664948410e-01,8.362168396782005964e-01,7.791304347795144913e-01,7.943696450425878908e-01,7.999999999962886799e-01,7.960331276192336158e-01,7.890222984558986630e-01,8.074999999977408027e-01,7.637362637362636875e-01,8.098918083465070916e-01,8.756302521008403339e-01,8.227990970634254664e-01,8.743409490350387836e-01,8.888888888880408512e-01,8.847619047628569877e-01,8.834446919064588011e-01,8.078231292548079256e-01,8.112994350273105004e-01,7.395348837195543368e-01,7.715517241379310498e-01,7.142857142860815634e-01,7.202380952383927726e-01,7.684210526334070979e-01,6.967509025276232837e-01,8.100436681226855784e-01,8.466505246150122233e-01,7.629937629932701526e-01,7.771173848436510045e-01,7.864768683278200445e-01,8.258642765695594079e-01,8.018223234629112683e-01,7.889221556889387532e-01,8.823529411755268725e-01,8.158139534882007382e-01,9.365781710907080670e-01,8.443271767810026640e-01
7.529722589177714198e-01,7.251461988315790475e-01,8.706986444212722054e-01,6.044303797442968085e-01,7.232796486091180865e-01,6.638830897710478185e-01,7.964601769920314212e-01,7.472118959100862989e-01,6.349534643234072684e-01,6.046319272133994227e-01,5.973266499583960165e-01,5.450928381975523873e-01,7.295173961820913267e-01,7.318435754189943632e-01,6.699164345399301057e-01,6.933198380566490959e-01,7.716262975778941380e-01,6.912500000012885559e-01,7.657004830905798087e-01,7.507629704977102358e-01,8.207109737248841075e-01,7.548449612412789778e-01,7.958144796384593045e-01,6.114151681013380024e-01,6.237218813919453986e-01,6.075731497409508908e-01,7.257318952245388477e-01,6.516724336782007132e-01,6.713043478250934060e-01,6.915544675638819472e-01,6.659793814439877169e-01,6.331429170387878891e-01,7.015437392790763171e-01,7.099999999978626741e-01,6.611721611703296198e-01,6.692426584209130169e-01,8.207282913176471295e-01,7.404063205409543436e-01,8.418277680139206742e-01,8.117048346055979469e-01,8.257142857142857340e-01,8.144023756481069132e-01,7.278911564638691489e-01,7.152542372884251876e-01,6.688372092992207474e-01,6.752873563232759668e-01,5.971428571429722165e-01,6.071428571428570953e-01,6.000000000012630785e-01,5.595667870024195745e-01,7.205240174656757368e-01,7.368845843438256438e-01,6.174636174649010822e-01,6.047548291257128783e-01,6.939501779329835252e-01,7.234314980790313987e-01,6.947608200440450466e-01,6.601796407175746229e-01,8.053475935820263443e-01,7.069767441857740531e-01,8.805309734513274700e-01,7.062445030791555389e-01
7.701453104368165548e-01,8.304093567263157727e-01,8.811261730969760508e-01,7.436708860763548978e-01,7.525622254773423059e-01,7.985386221302697152e-01,7.915414268866763914e-01,8.513011152399153625e-01,7.137056069233072009e-01,7.435897435905706176e-01,6.457811194651629227e-01,7.387267904495675719e-01,7.744107744110021452e-01,8.314711359413406999e-01,7.560448912069028804e-01,8.127530364362157700e-01,7.780510445198064451e-01,8.275000000000215516e-01,8.045473071351344485e-01,8.433367243114514578e-01,8.821231422567674674e-01,8.352713178284885132e-01,8.687782805434779432e-01,7.513682564501575900e-01,6.584867075680830295e-01,7.469879518076645297e-01,7.365177195681610334e-01,8.085351787785466371e-01,7.339130434771584666e-01,7.980416156668274086e-01,7.134020618521373924e-01,7.634550855056939644e-01,7.169811320749861494e-01,8.162500000002297362e-01,6.776556776538461557e-01,7.588871715614236013e-01,8.240896358554622436e-01,8.476297968399182370e-01,8.315142973959298578e-01,8.541136556412212144e-01,8.518008447241790515e-01,8.745360059376392492e-01,7.667580541607192934e-01,8.090395480205332390e-01,6.986046511633513534e-01,7.600574712629309948e-01,6.685714285712375249e-01,7.261904761901786243e-01,7.331567473312824434e-01,6.768953068579839361e-01,7.314410480355209021e-01,8.450363196125908472e-01,6.632016632028340242e-01,7.251114413101412692e-01,6.975088967959657271e-01,8.104993597961722696e-01,7.312072892920176148e-01,7.979041916170690474e-01,4.958915081548330717e-01,8.120930232565694018e-01,8.694690265486725300e-01,8.364116094986807637e-01
